sla_bank,5022,10000
sla_bank,19770601dai,10000
sla_bank,7Naomi,10000
sla_bank,@sara_aile,10000
sla_bank,Goto,10000
sla_bank,HARUKA,10000
sla_bank,KEIKO,10000
sla_bank,Koshyun,10000
sla_bank,Kunitoshi,10000
sla_bank,Makiko,10000
sla_bank,Mao,10000
sla_bank,Maromitsu0408,10000
sla_bank,OGUCHI,10000
sla_bank,RyokiOhno,10000
sla_bank,Sayuri,10000
sla_bank,TOYAMA,10000
sla_bank,TanaKen,10000
sla_bank,Tyama9209,10000
sla_bank,YOSHI,10000
sla_bank,Yumi,10000
sla_bank,aki122,10000
sla_bank,akumi,10000
sla_bank,ameri55,10000
sla_bank,anemos329,10000
sla_bank,arigatosan0408,10000
sla_bank,ayano,10000
sla_bank,ayumiku,10000
sla_bank,bluelife,10000
sla_bank,daiji,10000
sla_bank,goo-taroo,10000
sla_bank,haruhi,10000
sla_bank,hikita,10000
sla_bank,hina,10000
sla_bank,hori,10000
sla_bank,jhon13,10000
sla_bank,keik182,10000
sla_bank,koji-t,10000
sla_bank,koji08,10000
sla_bank,koji,10000
sla_bank,ksilverwall,10000
sla_bank,kunryu3,10000
sla_bank,kurenai_ms00,10000
sla_bank,ma0109,10000
sla_bank,masato,10000
sla_bank,mocomoco,10000
sla_bank,naomi,10000
sla_bank,perry,10000
sla_bank,rocoon,10000
sla_bank,sabuko,10000
sla_bank,sakata,10000
sla_bank,sako,10000
sla_bank,shin-o,10000
sla_bank,taiyakikunn,10000
sla_bank,takeaki,10000
sla_bank,tamo,10000
sla_bank,test01,10000
sla_bank,test02,10000
sla_bank,tomomi,10000
sla_bank,tomychan,10000
sla_bank,tonotaka,10000
